Time,Name,Price
12:00:41,ABCAPITAL.NS,47.85
12:00:44,ABCAPITAL.NS,47.75
12:00:47,ABCAPITAL.NS,47.65
12:00:50,ABCAPITAL.NS,47.65
12:00:53,ABCAPITAL.NS,47.55
12:00:56,ABCAPITAL.NS,47.5
12:00:59,ABCAPITAL.NS,47.5
12:01:03,ABCAPITAL.NS,47.5
12:01:06,ABCAPITAL.NS,47.55
12:01:09,ABCAPITAL.NS,47.55
12:01:12,ABCAPITAL.NS,47.55
12:01:15,ABCAPITAL.NS,47.55
12:01:18,ABCAPITAL.NS,47.55
12:01:21,ABCAPITAL.NS,47.55
12:01:24,ABCAPITAL.NS,47.55
12:01:27,ABCAPITAL.NS,47.55
12:01:30,ABCAPITAL.NS,47.7
12:01:33,ABCAPITAL.NS,47.7
12:01:36,ABCAPITAL.NS,47.7
12:01:39,ABCAPITAL.NS,47.7
12:01:42,ABCAPITAL.NS,47.6
12:01:45,ABCAPITAL.NS,47.6
12:01:48,ABCAPITAL.NS,47.6
12:01:51,ABCAPITAL.NS,47.65
12:01:54,ABCAPITAL.NS,47.65
12:01:57,ABCAPITAL.NS,47.65
12:02:00,ABCAPITAL.NS,47.65
12:02:03,ABCAPITAL.NS,47.65
12:02:06,ABCAPITAL.NS,47.65
12:02:09,ABCAPITAL.NS,47.65
12:02:12,ABCAPITAL.NS,47.65
12:02:15,ABCAPITAL.NS,47.65
12:02:18,ABCAPITAL.NS,47.65
12:02:21,ABCAPITAL.NS,47.65
12:02:24,ABCAPITAL.NS,47.55
12:02:27,ABCAPITAL.NS,47.65
12:02:30,ABCAPITAL.NS,47.65
12:02:33,ABCAPITAL.NS,47.55
12:02:36,ABCAPITAL.NS,47.55
12:02:39,ABCAPITAL.NS,47.55
12:02:42,ABCAPITAL.NS,47.55
12:02:45,ABCAPITAL.NS,47.5
12:02:48,ABCAPITAL.NS,47.5
12:02:51,ABCAPITAL.NS,47.45
12:02:54,ABCAPITAL.NS,47.45
12:02:57,ABCAPITAL.NS,47.45
12:03:00,ABCAPITAL.NS,47.45
12:03:03,ABCAPITAL.NS,47.5
12:03:06,ABCAPITAL.NS,47.5
12:03:09,ABCAPITAL.NS,47.5
12:03:12,ABCAPITAL.NS,47.45
12:03:15,ABCAPITAL.NS,47.5
12:03:18,ABCAPITAL.NS,47.5
12:03:21,ABCAPITAL.NS,47.45
12:03:24,ABCAPITAL.NS,47.45
12:03:27,ABCAPITAL.NS,47.45
12:03:30,ABCAPITAL.NS,47.45
12:03:33,ABCAPITAL.NS,47.45
12:03:36,ABCAPITAL.NS,47.45
12:03:39,ABCAPITAL.NS,47.5
12:03:42,ABCAPITAL.NS,47.4
12:03:45,ABCAPITAL.NS,47.4
12:03:48,ABCAPITAL.NS,47.45
12:03:51,ABCAPITAL.NS,47.45
12:03:54,ABCAPITAL.NS,47.45
12:03:57,ABCAPITAL.NS,47.5
12:04:00,ABCAPITAL.NS,47.45
12:04:03,ABCAPITAL.NS,47.5
12:04:06,ABCAPITAL.NS,47.5
12:04:09,ABCAPITAL.NS,47.5
12:04:12,ABCAPITAL.NS,47.5
12:04:15,ABCAPITAL.NS,47.45
12:04:18,ABCAPITAL.NS,47.5
12:04:21,ABCAPITAL.NS,47.5
12:04:24,ABCAPITAL.NS,47.5
12:04:27,ABCAPITAL.NS,47.5
12:04:30,ABCAPITAL.NS,47.45
12:04:33,ABCAPITAL.NS,47.45
12:04:36,ABCAPITAL.NS,47.35
12:04:39,ABCAPITAL.NS,47.35
12:04:42,ABCAPITAL.NS,47.35
12:04:45,ABCAPITAL.NS,47.35
12:04:48,ABCAPITAL.NS,47.45
12:04:51,ABCAPITAL.NS,47.45
12:04:54,ABCAPITAL.NS,47.45
12:04:57,ABCAPITAL.NS,47.45
12:05:00,ABCAPITAL.NS,47.45
12:05:03,ABCAPITAL.NS,47.45
12:05:06,ABCAPITAL.NS,47.45
12:05:09,ABCAPITAL.NS,47.3
12:05:12,ABCAPITAL.NS,47.45
12:05:15,ABCAPITAL.NS,47.3
12:05:18,ABCAPITAL.NS,47.35
12:05:21,ABCAPITAL.NS,47.25
12:05:24,ABCAPITAL.NS,47.35
12:05:27,ABCAPITAL.NS,47.3
12:05:30,ABCAPITAL.NS,47.3
12:05:33,ABCAPITAL.NS,47.3
12:05:36,ABCAPITAL.NS,47.3
12:05:39,ABCAPITAL.NS,47.25
12:05:42,ABCAPITAL.NS,47.25
12:05:45,ABCAPITAL.NS,47.3
12:05:48,ABCAPITAL.NS,47.25
12:05:51,ABCAPITAL.NS,47.25
12:05:54,ABCAPITAL.NS,47.25
12:05:57,ABCAPITAL.NS,47.25
12:06:00,ABCAPITAL.NS,47.25
12:06:03,ABCAPITAL.NS,47.2
12:06:06,ABCAPITAL.NS,47.2
12:06:09,ABCAPITAL.NS,47.2
12:06:12,ABCAPITAL.NS,47.3
12:06:15,ABCAPITAL.NS,47.25
12:06:18,ABCAPITAL.NS,47.3
12:06:21,ABCAPITAL.NS,47.3
12:06:24,ABCAPITAL.NS,47.3
12:06:27,ABCAPITAL.NS,47.25
12:06:30,ABCAPITAL.NS,47.3
12:06:33,ABCAPITAL.NS,47.3
12:06:36,ABCAPITAL.NS,47.3
12:06:39,ABCAPITAL.NS,47.3
12:06:42,ABCAPITAL.NS,47.3
12:06:45,ABCAPITAL.NS,47.3
12:06:48,ABCAPITAL.NS,47.3
12:06:51,ABCAPITAL.NS,47.25
12:06:54,ABCAPITAL.NS,47.25
12:06:57,ABCAPITAL.NS,47.25
12:07:00,ABCAPITAL.NS,47.25
12:07:03,ABCAPITAL.NS,47.25
12:07:06,ABCAPITAL.NS,47.25
12:07:09,ABCAPITAL.NS,47.25
12:07:12,ABCAPITAL.NS,47.25
12:07:15,ABCAPITAL.NS,47.25
12:07:18,ABCAPITAL.NS,47.25
12:07:21,ABCAPITAL.NS,47.2
12:07:24,ABCAPITAL.NS,47.2
12:07:27,ABCAPITAL.NS,47.2
12:07:30,ABCAPITAL.NS,47.2
12:07:33,ABCAPITAL.NS,47.2
12:07:36,ABCAPITAL.NS,47.2
12:07:39,ABCAPITAL.NS,47.2
12:07:42,ABCAPITAL.NS,47.2
12:07:45,ABCAPITAL.NS,47.2
12:07:48,ABCAPITAL.NS,47.2
12:07:51,ABCAPITAL.NS,47.25
12:07:54,ABCAPITAL.NS,47.25
12:07:57,ABCAPITAL.NS,47.25
12:08:00,ABCAPITAL.NS,47.25
12:08:03,ABCAPITAL.NS,47.25
12:08:06,ABCAPITAL.NS,47.25
12:08:09,ABCAPITAL.NS,47.25
12:08:12,ABCAPITAL.NS,47.25
12:08:15,ABCAPITAL.NS,47.25
12:08:18,ABCAPITAL.NS,47.25
12:08:21,ABCAPITAL.NS,47.25
12:08:24,ABCAPITAL.NS,47.25
12:08:27,ABCAPITAL.NS,47.25
12:08:30,ABCAPITAL.NS,47.25
12:08:34,ABCAPITAL.NS,47.25
12:08:37,ABCAPITAL.NS,47.3
12:08:40,ABCAPITAL.NS,47.2
12:08:43,ABCAPITAL.NS,47.2
12:08:46,ABCAPITAL.NS,47.2
12:08:49,ABCAPITAL.NS,47.2
12:08:52,ABCAPITAL.NS,47.2
12:08:55,ABCAPITAL.NS,47.2
12:08:58,ABCAPITAL.NS,47.3
12:09:01,ABCAPITAL.NS,47.25
12:09:04,ABCAPITAL.NS,47.25
12:09:07,ABCAPITAL.NS,47.3
12:09:10,ABCAPITAL.NS,47.35
12:09:13,ABCAPITAL.NS,47.3
12:09:16,ABCAPITAL.NS,47.3
12:09:19,ABCAPITAL.NS,47.3
12:09:22,ABCAPITAL.NS,47.3
12:09:25,ABCAPITAL.NS,47.3
12:09:28,ABCAPITAL.NS,47.3
12:09:31,ABCAPITAL.NS,47.3
12:09:34,ABCAPITAL.NS,47.3
12:09:37,ABCAPITAL.NS,47.3
12:09:40,ABCAPITAL.NS,47.3
12:09:43,ABCAPITAL.NS,47.3
12:09:46,ABCAPITAL.NS,47.3
12:09:49,ABCAPITAL.NS,47.3
12:09:52,ABCAPITAL.NS,47.35
12:09:55,ABCAPITAL.NS,47.35
12:09:58,ABCAPITAL.NS,47.35
12:10:01,ABCAPITAL.NS,47.35
12:10:04,ABCAPITAL.NS,47.35
12:10:07,ABCAPITAL.NS,47.35
12:10:10,ABCAPITAL.NS,47.3
12:10:13,ABCAPITAL.NS,47.3
12:10:16,ABCAPITAL.NS,47.3
12:10:19,ABCAPITAL.NS,47.3
12:10:22,ABCAPITAL.NS,47.3
12:10:25,ABCAPITAL.NS,47.3
12:10:28,ABCAPITAL.NS,47.4
12:10:31,ABCAPITAL.NS,47.35
12:10:34,ABCAPITAL.NS,47.35
12:10:37,ABCAPITAL.NS,47.4
12:10:40,ABCAPITAL.NS,47.4
12:10:43,ABCAPITAL.NS,47.35
12:10:46,ABCAPITAL.NS,47.35
12:10:49,ABCAPITAL.NS,47.45
